ulasan,label,tokens,normalized,stem,token_finish
tempatnya cukup bagus terutama untuk wisata keluarga selalu gunakan masker karena cukup berdebu,1,"['tempatnya', 'cukup', 'bagus', 'terutama', 'untuk', 'wisata', 'keluarga', 'selalu', 'gunakan', 'masker', 'karena', 'cukup', 'berdebu']","['tempatnya', 'cukup', 'bagus', 'terutama', 'untuk', 'wisata', 'keluarga', 'selalu', 'gunakan', 'masker', 'karena', 'cukup', 'berdebu']","['tempat', 'cukup', 'bagus', 'utama', 'untuk', 'wisata', 'keluarga', 'selalu', 'guna', 'masker', 'karena', 'cukup', 'debu']","['bagus', 'utama', 'wisata', 'keluarga', 'masker', 'debu']"
fasilotas masih minim perlu pegembangan dengan sentuhan artistik agar lebih menarik wisatawan,0,"['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan']","['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuhan', 'artistik', 'agar', 'lebih', 'menarik', 'wisatawan']","['fasilotas', 'masih', 'minim', 'perlu', 'pegembangan', 'dengan', 'sentuh', 'artistik', 'agar', 'lebih', 'tarik', 'wisatawan']","['fasilotas', 'minim', 'pegembangan', 'sentuh', 'artistik', 'tarik', 'wisatawan']"
wisata lokal yg indah pemanfaatan tambang batu kapur menjadi wisata ada goa buatan bisa lihat sunset di puncak tebing,1,"['wisata', 'lokal', 'yg', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'ada', 'goa', 'buatan', 'bisa', 'lihat', 'sunset', 'di', 'puncak', 'tebing']","['wisata', 'lokal', 'yang', 'indah', 'pemanfaatan', 'tambang', 'batu', 'kapur', 'menjadi', 'wisata', 'buatan', 'bisa', 'lihat', 'sunset', 'puncak', 'tebing']","['wisata', 'lokal', 'yang', 'indah', 'manfaat', 'tambang', 'batu', 'kapur', 'jadi', 'wisata', 'buat', 'bisa', 'lihat', 'sunset', 'puncak', 'tebing']","['wisata', 'lokal', 'indah', 'manfaat', 'tambang', 'batu', 'kapur', 'wisata', 'lihat', 'sunset', 'puncak', 'tebing']"
tempatnya luas cocok untuk digunakan fotofoto lumayan naik turun jalannya disarankan kesini menggunakan sepatu karna kalau musim hujan ditakutkan licin,1,"['tempatnya', 'luas', 'cocok', 'untuk', 'digunakan', 'fotofoto', 'lumayan', 'naik', 'turun', 'jalannya', 'disarankan', 'kesini', 'menggunakan', 'sepatu', 'karna', 'kalau', 'musim', 'hujan', 'ditakutkan', 'licin']","['tempatnya', 'luas', 'cocok', 'untuk', 'digunakan', 'fotofoto', 'lumayan', 'naik', 'turun', 'jalannya', 'disarankan', 'kesini', 'menggunakan', 'sepatu', 'karena', 'kalau', 'musim', 'hujan', 'ditakutkan', 'licin']","['tempat', 'luas', 'cocok', 'untuk', 'guna', 'fotofoto', 'lumayan', 'naik', 'turun', 'jalan', 'saran', 'kesini', 'guna', 'sepatu', 'karena', 'kalau', 'musim', 'hujan', 'takut', 'licin']","['luas', 'cocok', 'fotofoto', 'lumayan', 'turun', 'jalan', 'saran', 'kesini', 'sepatu', 'musim', 'hujan', 'takut', 'licin']"
kesini ketika buat video klip ketika puasa kebetulan mendung dan sempat hujan sebentar waktu itu kita ada yg menyertai dan diantar ke spotspot terbaik yang jarang dipakai orang untuk spot photo atau video ,1,"['kesini', 'ketika', 'buat', 'video', 'klip', 'ketika', 'puasa', 'kebetulan', 'mendung', 'dan', 'sempat', 'hujan', 'sebentar', 'waktu', 'itu', 'kita', 'ada', 'yg', 'menyertai', 'dan', 'diantar', 'ke', 'spotspot', 'terbaik', 'yang', 'jarang', 'dipakai', 'orang', 'untuk', 'spot', 'photo', 'atau', 'video']","['kesini', 'ketika', 'buat', 'video', 'klip', 'ketika', 'puasa', 'kebetulan', 'mendung', 'sempat', 'hujan', 'sebentar', 'waktu', 'kita', 'yang', 'menyertai', 'diantar', 'spotspot', 'terbaik', 'yang', 'jarang', 'dipakai', 'orang', 'untuk', 'spot', 'photo', 'atau', 'video']","['kesini', 'ketika', 'buat', 'video', 'klip', 'ketika', 'puasa', 'betul', 'mendung', 'sempat', 'hujan', 'sebentar', 'waktu', 'kita', 'yang', 'serta', 'antar', 'spotspot', 'baik', 'yang', 'jarang', 'pakai', 'orang', 'untuk', 'spot', 'photo', 'atau', 'video']","['kesini', 'video', 'klip', 'puasa', 'mendung', 'hujan', 'sebentar', 'spotspot', 'jarang', 'pakai', 'orang', 'spot', 'photo', 'video']"
menurut aku cukup bagus untuk jalan ke sini cuman kitq ga tahu mana penarik karcis mana yg bukan kita naik mobil dicgat orang bawa karcis suruh bayar,1,"['menurut', 'aku', 'cukup', 'bagus', 'untuk', 'jalan', 'ke', 'sini', 'cuman', 'kitq', 'ga', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yg', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']","['menurut', 'cukup', 'bagus', 'untuk', 'jalan', 'sini', 'cuman', 'kitq', 'enggak', 'tahu', 'mana', 'penarik', 'karcis', 'mana', 'yang', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']","['turut', 'cukup', 'bagus', 'untuk', 'jalan', 'sini', 'cuman', 'kitq', 'enggak', 'tahu', 'mana', 'tarik', 'karcis', 'mana', 'yang', 'bukan', 'kita', 'naik', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']","['bagus', 'jalan', 'cuman', 'kitq', 'tarik', 'karcis', 'mobil', 'dicgat', 'orang', 'bawa', 'karcis', 'suruh', 'bayar']"
banyak sekali spot foto yg keren  bagus disarankan datang pagisore karna kalo siang panasnya minta ampun,1,"['banyak', 'sekali', 'spot', 'foto', 'yg', 'keren', 'bagus', 'disarankan', 'datang', 'pagisore', 'karna', 'kalo', 'siang', 'panasnya', 'minta', 'ampun']","['banyak', 'sekali', 'spot', 'foto', 'yang', 'keren', 'bagus', 'disarankan', 'datang', 'pagisore', 'karena', 'kalo', 'siang', 'panasnya', 'meminta', 'ampun']","['banyak', 'sekali', 'spot', 'foto', 'yang', 'keren', 'bagus', 'saran', 'datang', 'pagisore', 'karena', 'kalo', 'siang', 'panas', 'minta', 'ampun']","['spot', 'foto', 'keren', 'bagus', 'saran', 'pagisore', 'siang', 'panas', 'ampun']"
bagus apalagi kalau cuaca mendukung dan datang di waktu yang tepat sekitar jam  atau  karena matahari sudah berada diatas tapi suhu tidak panas terik dan lebih menaikkan pesona alamnya,1,"['bagus', 'apalagi', 'kalau', 'cuaca', 'mendukung', 'dan', 'datang', 'di', 'waktu', 'yang', 'tepat', 'sekitar', 'jam', 'atau', 'karena', 'matahari', 'sudah', 'berada', 'diatas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'dan', 'lebih', 'menaikkan', 'pesona', 'alamnya']","['bagus', 'apalagi', 'kalau', 'cuaca', 'mendukung', 'datang', 'waktu', 'yang', 'tepat', 'sekitar', 'atau', 'karena', 'matahari', 'sudah', 'berada', 'diatas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'lebih', 'menaikkan', 'pesona', 'alamnya']","['bagus', 'apalagi', 'kalau', 'cuaca', 'dukung', 'datang', 'waktu', 'yang', 'tepat', 'sekitar', 'atau', 'karena', 'matahari', 'sudah', 'ada', 'atas', 'tapi', 'suhu', 'tidak', 'panas', 'terik', 'lebih', 'naik', 'pesona', 'alam']","['bagus', 'cuaca', 'dukung', 'matahari', 'suhu', 'panas', 'terik', 'pesona', 'alam']"
pengalaman wisata alam yang sangat menyenangkan kondisi masih lumayan sepi dikarenakan berkunjung di hari jumat kurang penunjuk arah yg jelas semoga kedepannya pengelolaan semakin baik lagi,1,"['pengalaman', 'wisata', 'alam', 'yang', 'sangat', 'menyenangkan', 'kondisi', 'masih', 'lumayan', 'sepi', 'dikarenakan', 'berkunjung', 'di', 'hari', 'jumat', 'kurang', 'penunjuk', 'arah', 'yg', 'jelas', 'semoga', 'kedepannya', 'pengelolaan', 'semakin', 'baik', 'lagi']","['pengalaman', 'wisata', 'alam', 'yang', 'sangat', 'menyenangkan', 'kondisi', 'masih', 'lumayan', 'sepi', 'dikarenakan', 'berkunjung', 'hari', 'jumat', 'kurang', 'penunjuk', 'arah', 'yang', 'jelas', 'semoga', 'kedepannya', 'pengelolaan', 'semakin', 'baik', 'lagi']","['alam', 'wisata', 'alam', 'yang', 'sangat', 'senang', 'kondisi', 'masih', 'lumayan', 'sepi', 'karena', 'kunjung', 'hari', 'jumat', 'kurang', 'tunjuk', 'arah', 'yang', 'jelas', 'moga', 'depan', 'kelola', 'makin', 'baik', 'lagi']","['alam', 'wisata', 'alam', 'senang', 'kondisi', 'lumayan', 'sepi', 'kunjung', 'jumat', 'arah', 'moga', 'kelola']"
dateng pas weekend buat survey bareng sama truk truk tambang dan jalannya rusak dibantu warga lokal buat nyari jalan yg agak mendingan sampe lokasi airnya surut karna emang gak ada ujan gersang banget dan lebih baik bawa masker debu dimana mana,0,"['dateng', 'pas', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'dan', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'nyari', 'jalan', 'yg', 'agak', 'mendingan', 'sampe', 'lokasi', 'airnya', 'surut', 'karna', 'emang', 'gak', 'ada', 'ujan', 'gersang', 'banget', 'dan', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana']","['datang', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'jalannya', 'rusak', 'dibantu', 'warga', 'lokal', 'buat', 'mencari', 'jalan', 'yang', 'agak', 'mendingan', 'sampai', 'lokasi', 'airnya', 'surut', 'karena', 'memang', 'enggak', 'ujan', 'gersang', 'banget', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'dimana', 'mana']","['datang', 'weekend', 'buat', 'survey', 'bareng', 'sama', 'truk', 'truk', 'tambang', 'jalan', 'rusak', 'bantu', 'warga', 'lokal', 'buat', 'cari', 'jalan', 'yang', 'agak', 'mending', 'sampai', 'lokasi', 'air', 'surut', 'karena', 'memang', 'enggak', 'ujan', 'gersang', 'banget', 'lebih', 'baik', 'bawa', 'masker', 'debu', 'mana', 'mana']","['weekend', 'survey', 'bareng', 'truk', 'truk', 'tambang', 'jalan', 'rusak', 'bantu', 'warga', 'lokal', 'cari', 'jalan', 'mending', 'lokasi', 'air', 'surut', 'ujan', 'gersang', 'banget', 'bawa', 'masker', 'debu']"
goa pote bangkalan msh di sebelahnya dg bukit jaddih juga mungkin artinya goa putih krn bekas galian gn kapur jd pasti putih,1,"['goa', 'pote', 'bangkalan', 'msh', 'di', 'sebelahnya', 'dg', 'bukit', 'jaddih', 'juga', 'mungkin', 'artinya', 'goa', 'putih', 'krn', 'bekas', 'galian', 'gn', 'kapur', 'jd', 'pasti', 'putih']","['pote', 'bangkalan', 'masih', 'sebelahnya', 'dengan', 'bukit', 'jaddih', 'juga', 'mungkin', 'artinya', 'putih', 'karena', 'bekas', 'galian', 'begini', 'kapur', 'jadi', 'pasti', 'putih']","['pote', 'bangkal', 'masih', 'belah', 'dengan', 'bukit', 'jaddih', 'juga', 'mungkin', 'arti', 'putih', 'karena', 'bekas', 'gali', 'begini', 'kapur', 'jadi', 'pasti', 'putih']","['pote', 'bangkal', 'belah', 'bukit', 'jaddih', 'arti', 'putih', 'bekas', 'gali', 'kapur', 'putih']"
tempatnya bagus sayang pas kesana pas musim kemarau jadi jalanan berdebu karena galian tambang kapur,1,"['tempatnya', 'bagus', 'sayang', 'pas', 'kesana', 'pas', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur']","['tempatnya', 'bagus', 'sayang', 'kesana', 'musim', 'kemarau', 'jadi', 'jalanan', 'berdebu', 'karena', 'galian', 'tambang', 'kapur']","['tempat', 'bagus', 'sayang', 'kesana', 'musim', 'kemarau', 'jadi', 'jalan', 'debu', 'karena', 'gali', 'tambang', 'kapur']","['bagus', 'sayang', 'kesana', 'musim', 'kemarau', 'jalan', 'debu', 'gali', 'tambang', 'kapur']"
viewnya bagus bekas area tambang jadi spot foto,1,"['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'jadi', 'spot', 'foto']","['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'jadi', 'spot', 'foto']","['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'jadi', 'spot', 'foto']","['viewnya', 'bagus', 'bekas', 'area', 'tambang', 'spot', 'foto']"
