ulasan,label,tokens,normalized,stem,token_finish
pantainya bagus dan lumayan bersih hanya sayangnya kurang luas tiket masuk rb tersedia tempat menginap rb kamar mandi luar rb kamar mandi dalam,1,"['pantainya', 'bagus', 'dan', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luas', 'tiket', 'masuk', 'rb', 'tersedia', 'tempat', 'menginap', 'rb', 'kamar', 'mandi', 'luar', 'rb', 'kamar', 'mandi', 'dalam']","['pantainya', 'bagus', 'lumayan', 'bersih', 'hanya', 'sayangnya', 'kurang', 'luas', 'tiket', 'masuk', 'ribu', 'tersedia', 'tempat', 'menginap', 'ribu', 'kamar', 'mandi', 'luar', 'ribu', 'kamar', 'mandi', 'dalam']","['pantai', 'bagus', 'lumayan', 'bersih', 'hanya', 'sayang', 'kurang', 'luas', 'tiket', 'masuk', 'ribu', 'sedia', 'tempat', 'inap', 'ribu', 'kamar', 'mandi', 'luar', 'ribu', 'kamar', 'mandi', 'dalam']","['pantai', 'bagus', 'lumayan', 'bersih', 'sayang', 'luas', 'tiket', 'masuk', 'ribu', 'sedia', 'inap', 'ribu', 'kamar', 'mandi', 'ribu', 'kamar', 'mandi']"
pantai ini cukup bgus cuma infrastrukturx kurang bangaus banyakx sampah terutama di tempat wisatax masih kurang bersih,0,"['pantai', 'ini', 'cukup', 'bgus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'di', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih']","['pantai', 'cukup', 'bagus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'terutama', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih']","['pantai', 'cukup', 'bagus', 'cuma', 'infrastrukturx', 'kurang', 'bangaus', 'banyakx', 'sampah', 'utama', 'tempat', 'wisatax', 'masih', 'kurang', 'bersih']","['pantai', 'bagus', 'infrastrukturx', 'bangaus', 'banyakx', 'sampah', 'utama', 'wisatax', 'bersih']"
pantai yang sungguh cantik dengan pengelolaan yang baik fasilitas lengkap sangat cocok dijadikan tempat liburan bersama keluarga rekan maupun sahabat saran bisa ditambah spot spot fotonya  kurang banyak semoga bisa diperindah lagi penampilannyasehingga tambah mempesona recommended for healing ,1,"['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'for', 'healing']","['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'pengelolaan', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'dijadikan', 'tempat', 'liburan', 'bersama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'ditambah', 'spot', 'spot', 'fotonya', 'kurang', 'banyak', 'semoga', 'bisa', 'diperindah', 'lagi', 'penampilannyasehingga', 'tambah', 'mempesona', 'recommended', 'healing']","['pantai', 'yang', 'sungguh', 'cantik', 'dengan', 'kelola', 'yang', 'baik', 'fasilitas', 'lengkap', 'sangat', 'cocok', 'jadi', 'tempat', 'libur', 'sama', 'keluarga', 'rekan', 'maupun', 'sahabat', 'saran', 'bisa', 'tambah', 'spot', 'spot', 'foto', 'kurang', 'banyak', 'moga', 'bisa', 'indah', 'lagi', 'penampilannyasehingga', 'tambah', 'pesona', 'recommended', 'healing']","['pantai', 'sungguh', 'cantik', 'kelola', 'fasilitas', 'lengkap', 'cocok', 'libur', 'keluarga', 'rekan', 'sahabat', 'saran', 'spot', 'spot', 'foto', 'moga', 'indah', 'penampilannyasehingga', 'pesona', 'recommended', 'healing']"
tempatnya sejuk dibawah pohon laut yg di hembus angin semilir pantai sebagai ac alami dari allah hamparan pemandangan laut yg luas dgn pulau mushalla t ibadah ada dgn air tawar yg bersih kedai makanan kecil banyak bahkan makanan berat sekalipun ada nasi bakso mieso soto dll disini ada juga pondok t nginapnya gaes,1,"['tempatnya', 'sejuk', 'dibawah', 'pohon', 'laut', 'yg', 'di', 'hembus', 'angin', 'semilir', 'pantai', 'sebagai', 'ac', 'alami', 'dari', 'allah', 'hamparan', 'pemandangan', 'laut', 'yg', 'luas', 'dgn', 'pulau', 'mushalla', 't', 'ibadah', 'ada', 'dgn', 'air', 'tawar', 'yg', 'bersih', 'kedai', 'makanan', 'kecil', 'banyak', 'bahkan', 'makanan', 'berat', 'sekalipun', 'ada', 'nasi', 'bakso', 'mieso', 'soto', 'dll', 'disini', 'ada', 'juga', 'pondok', 't', 'nginapnya', 'gaes']","['tempatnya', 'sejuk', 'dibawah', 'pohon', 'laut', 'yang', 'hembus', 'angin', 'semilir', 'pantai', 'sebagai', 'alami', 'dari', 'allah', 'hamparan', 'pemandangan', 'laut', 'yang', 'luas', 'dengan', 'pulau', 'mushalla', 'ibadah', 'dengan', 'tawar', 'yang', 'bersih', 'kedai', 'makanan', 'kecil', 'banyak', 'bahkan', 'makanan', 'berat', 'sekalipun', 'nasi', 'bakso', 'mieso', 'soto', 'disini', 'juga', 'pondok', 'nginapnya', 'gaes']","['tempat', 'sejuk', 'bawah', 'pohon', 'laut', 'yang', 'hembus', 'angin', 'milir', 'pantai', 'bagai', 'alami', 'dari', 'allah', 'hampar', 'pandang', 'laut', 'yang', 'luas', 'dengan', 'pulau', 'mushalla', 'ibadah', 'dengan', 'tawar', 'yang', 'bersih', 'kedai', 'makan', 'kecil', 'banyak', 'bahkan', 'makan', 'berat', 'sekalipun', 'nasi', 'bakso', 'mieso', 'soto', 'sini', 'juga', 'pondok', 'nginapnya', 'gaes']","['sejuk', 'pohon', 'laut', 'hembus', 'angin', 'milir', 'pantai', 'alami', 'allah', 'hampar', 'pandang', 'laut', 'luas', 'pulau', 'mushalla', 'ibadah', 'tawar', 'bersih', 'kedai', 'makan', 'makan', 'berat', 'nasi', 'bakso', 'mieso', 'soto', 'pondok', 'nginapnya', 'gaes']"
cukup bagus dibanding beberapa pantai madura yang sudah mulai rusak pantai  jadi salah satu yang masih terawat saat ini minimal kamar mandi penginapan dan kebersihan cukup terjaga fasilitas mck dan musholla lumayan bersih dan layak akses dari pelabuhan juga mudah dan dekat,1,"['cukup', 'bagus', 'dibanding', 'beberapa', 'pantai', 'madura', 'yang', 'sudah', 'mulai', 'rusak', 'pantai', 'jadi', 'salah', 'satu', 'yang', 'masih', 'terawat', 'saat', 'ini', 'minimal', 'kamar', 'mandi', 'penginapan', 'dan', 'kebersihan', 'cukup', 'terjaga', 'fasilitas', 'mck', 'dan', 'musholla', 'lumayan', 'bersih', 'dan', 'layak', 'akses', 'dari', 'pelabuhan', 'juga', 'mudah', 'dan', 'dekat']","['cukup', 'bagus', 'dibanding', 'beberapa', 'pantai', 'madura', 'yang', 'sudah', 'mulai', 'rusak', 'pantai', 'jadi', 'salah', 'satu', 'yang', 'masih', 'terawat', 'saat', 'minimal', 'kamar', 'mandi', 'penginapan', 'kebersihan', 'cukup', 'terjaga', 'fasilitas', 'musholla', 'lumayan', 'bersih', 'layak', 'akses', 'dari', 'pelabuhan', 'juga', 'mudah', 'dekat']","['cukup', 'bagus', 'banding', 'beberapa', 'pantai', 'madura', 'yang', 'sudah', 'mulai', 'rusak', 'pantai', 'jadi', 'salah', 'satu', 'yang', 'masih', 'awat', 'saat', 'minimal', 'kamar', 'mandi', 'inap', 'bersih', 'cukup', 'jaga', 'fasilitas', 'musholla', 'lumayan', 'bersih', 'layak', 'akses', 'dari', 'labuh', 'juga', 'mudah', 'dekat']","['bagus', 'banding', 'pantai', 'madura', 'rusak', 'pantai', 'salah', 'awat', 'minimal', 'kamar', 'mandi', 'inap', 'bersih', 'jaga', 'fasilitas', 'musholla', 'lumayan', 'bersih', 'layak', 'akses', 'labuh', 'mudah']"
pantai bersih pasir putih laut biru penginapan jajanan camp lengkap banget disana  jatuh cinta pandangan pertama sama pantai ini ,0,"['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'penginapan', 'jajanan', 'camp', 'lengkap', 'banget', 'disana', 'jatuh', 'cinta', 'pandangan', 'pertama', 'sama', 'pantai', 'ini']","['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'penginapan', 'jajanan', 'camp', 'lengkap', 'banget', 'disana', 'jatuh', 'cinta', 'pandangan', 'pertama', 'sama', 'pantai']","['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'inap', 'jajan', 'camp', 'lengkap', 'banget', 'sana', 'jatuh', 'cinta', 'pandang', 'pertama', 'sama', 'pantai']","['pantai', 'bersih', 'pasir', 'putih', 'laut', 'biru', 'inap', 'jajan', 'camp', 'lengkap', 'banget', 'jatuh', 'cinta', 'pandang', 'pantai']"
keren sih tempatnya buat liburan keluarga sempat makan siang di gazebo dg kuliner yg ada muantabek udaranya jg sejuk next mungkin fasumnya ditambah akan bs jd perhatian ,1,"['keren', 'sih', 'tempatnya', 'buat', 'liburan', 'keluarga', 'sempat', 'makan', 'siang', 'di', 'gazebo', 'dg', 'kuliner', 'yg', 'ada', 'muantabek', 'udaranya', 'jg', 'sejuk', 'next', 'mungkin', 'fasumnya', 'ditambah', 'akan', 'bs', 'jd', 'perhatian']","['keren', 'tempatnya', 'buat', 'liburan', 'keluarga', 'sempat', 'makan', 'siang', 'gazebo', 'dengan', 'kuliner', 'yang', 'muantabek', 'udaranya', 'juga', 'sejuk', 'next', 'mungkin', 'fasumnya', 'ditambah', 'akan', 'bisa', 'jadi', 'perhatian']","['keren', 'tempat', 'buat', 'libur', 'keluarga', 'sempat', 'makan', 'siang', 'gazebo', 'dengan', 'kuliner', 'yang', 'muantabek', 'udara', 'juga', 'sejuk', 'next', 'mungkin', 'fasumnya', 'tambah', 'akan', 'bisa', 'jadi', 'perhati']","['keren', 'libur', 'keluarga', 'makan', 'siang', 'gazebo', 'kuliner', 'muantabek', 'udara', 'sejuk', 'next', 'fasumnya', 'perhati']"
air pantainya terlihat biru indah bgt kesana pas weekday jd sepi warung pd tutup masuk jg gratis krn g ada yg jaga cuma bayar ongkos naik perahu aja,1,"['air', 'pantainya', 'terlihat', 'biru', 'indah', 'bgt', 'kesana', 'pas', 'weekday', 'jd', 'sepi', 'warung', 'pd', 'tutup', 'masuk', 'jg', 'gratis', 'krn', 'g', 'ada', 'yg', 'jaga', 'cuma', 'bayar', 'ongkos', 'naik', 'perahu', 'aja']","['pantainya', 'terlihat', 'biru', 'indah', 'banget', 'kesana', 'weekday', 'jadi', 'sepi', 'warung', 'pada', 'tutup', 'masuk', 'juga', 'gratis', 'karena', 'enggak', 'yang', 'jaga', 'cuma', 'bayar', 'ongkos', 'naik', 'perahu', 'saja']","['pantai', 'lihat', 'biru', 'indah', 'banget', 'kesana', 'weekday', 'jadi', 'sepi', 'warung', 'pada', 'tutup', 'masuk', 'juga', 'gratis', 'karena', 'enggak', 'yang', 'jaga', 'cuma', 'bayar', 'ongkos', 'naik', 'perahu', 'saja']","['pantai', 'lihat', 'biru', 'indah', 'banget', 'kesana', 'weekday', 'sepi', 'warung', 'tutup', 'masuk', 'gratis', 'jaga', 'bayar', 'ongkos', 'perahu']"
bikin deg deg an ketika menyeberang menuju pulaunya soalnya perahunya agak sedikit masih kurang aman untuk para orang tua maksudnya akses naik dan turun perahu ke daratan agak susah tapi setelah itu puas dengan pemandangan pantainya ,1,"['bikin', 'deg', 'deg', 'an', 'ketika', 'menyeberang', 'menuju', 'pulaunya', 'soalnya', 'perahunya', 'agak', 'sedikit', 'masih', 'kurang', 'aman', 'untuk', 'para', 'orang', 'tua', 'maksudnya', 'akses', 'naik', 'dan', 'turun', 'perahu', 'ke', 'daratan', 'agak', 'susah', 'tapi', 'setelah', 'itu', 'puas', 'dengan', 'pemandangan', 'pantainya']","['bikin', 'ketika', 'menyeberang', 'menuju', 'pulaunya', 'soalnya', 'perahunya', 'agak', 'sedikit', 'masih', 'kurang', 'aman', 'untuk', 'para', 'orang', 'maksudnya', 'akses', 'naik', 'turun', 'perahu', 'daratan', 'agak', 'susah', 'tapi', 'setelah', 'puas', 'dengan', 'pemandangan', 'pantainya']","['bikin', 'ketika', 'seberang', 'tuju', 'pulau', 'soal', 'perahu', 'agak', 'sedikit', 'masih', 'kurang', 'aman', 'untuk', 'para', 'orang', 'maksud', 'akses', 'naik', 'turun', 'perahu', 'darat', 'agak', 'susah', 'tapi', 'telah', 'puas', 'dengan', 'pandang', 'pantai']","['bikin', 'seberang', 'tuju', 'pulau', 'perahu', 'aman', 'orang', 'maksud', 'akses', 'turun', 'perahu', 'darat', 'susah', 'puas', 'pandang', 'pantai']"
pantai dengan ombak yang tenang dan cukup murah tiket masuk maupun penyeberangannya pasir putih dan tersedia penginapan tepi pantai yang murah dan cukup bagus perlu ditingkatkan kebersihan tepi pantainya oleh pengelola semoga tetap asri dan berkembang maju,1,"['pantai', 'dengan', 'ombak', 'yang', 'tenang', 'dan', 'cukup', 'murah', 'tiket', 'masuk', 'maupun', 'penyeberangannya', 'pasir', 'putih', 'dan', 'tersedia', 'penginapan', 'tepi', 'pantai', 'yang', 'murah', 'dan', 'cukup', 'bagus', 'perlu', 'ditingkatkan', 'kebersihan', 'tepi', 'pantainya', 'oleh', 'pengelola', 'semoga', 'tetap', 'asri', 'dan', 'berkembang', 'maju']","['pantai', 'dengan', 'ombak', 'yang', 'tenang', 'cukup', 'murah', 'tiket', 'masuk', 'maupun', 'penyeberangannya', 'pasir', 'putih', 'tersedia', 'penginapan', 'tepi', 'pantai', 'yang', 'murah', 'cukup', 'bagus', 'perlu', 'ditingkatkan', 'kebersihan', 'tepi', 'pantainya', 'oleh', 'pengelola', 'semoga', 'tetap', 'asri', 'berkembang', 'maju']","['pantai', 'dengan', 'ombak', 'yang', 'tenang', 'cukup', 'murah', 'tiket', 'masuk', 'maupun', 'seberang', 'pasir', 'putih', 'sedia', 'inap', 'tepi', 'pantai', 'yang', 'murah', 'cukup', 'bagus', 'perlu', 'tingkat', 'bersih', 'tepi', 'pantai', 'oleh', 'kelola', 'moga', 'tetap', 'asri', 'kembang', 'maju']","['pantai', 'ombak', 'tenang', 'murah', 'tiket', 'masuk', 'seberang', 'pasir', 'putih', 'sedia', 'inap', 'tepi', 'pantai', 'murah', 'bagus', 'tingkat', 'bersih', 'tepi', 'pantai', 'kelola', 'moga', 'asri', 'kembang', 'maju']"
view sangat cantik tapi fasilitas belum cukup tapi gpp sudah bisa dibayar dengan kecantikan alam,1,"['view', 'sangat', 'cantik', 'tapi', 'fasilitas', 'belum', 'cukup', 'tapi', 'gpp', 'sudah', 'bisa', 'dibayar', 'dengan', 'kecantikan', 'alam']","['view', 'sangat', 'cantik', 'tapi', 'fasilitas', 'belum', 'cukup', 'tapi', 'enggak', 'apa-apa', 'sudah', 'bisa', 'dibayar', 'dengan', 'kecantikan', 'alam']","['view', 'sangat', 'cantik', 'tapi', 'fasilitas', 'belum', 'cukup', 'tapi', 'enggak', 'apa', 'sudah', 'bisa', 'bayar', 'dengan', 'cantik', 'alam']","['view', 'cantik', 'fasilitas', 'bayar', 'cantik', 'alam']"
